,SPX Equity,NVDA US Equity,AMD US Equity,IGLN LN Equity,MINE LN Equity,CBUK GY Equity,FXAC NA Equity,2899 HK Equity,AAPL US Equity,LLY US Equity,JNJ US Equity,PFE US Equity,OGN US Equity,3750 HK Equity,META US Equity,GOOGL US Equity,AIR FP Equity,BA US Equity,RR/ LN Equity,BA/ LN Equity,MDT US Equity,EMB US Equity,CBU0 LN Equity,PG US Equity,AMZN US Equity,NEXT US Equity,SO US Equity,JEMA LN Equity,EMIRATES UH Equity,KO US Equity,CON GR Equity,NFLX US Equity,SBUX US Equity,JGB1X SW Equity,USDCNY Equity,USDJPY Equity,USDHKD Equity,GBPUSD Equity,EURUSD Equity
,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2021-04-06,11740.0,13.8615,81.44,34.0675,,,,,126.21,182.8,163.39,36.05,,,306.26,110.463,100.7,255.17,111.76,521.6,121.15,109.63,159.46,136.5,161.191,2.9,63.11,643.0,11.5,53.19,76.54,544.53,113.15,,6.5395,109.75,7.7766,1.3824,1.1876
2021-04-07,11665.0,14.1435,82.2,33.9825,,,,10.14,127.9,182.32,163.61,35.91,,,313.09,111.952,100.54,252.58,111.88,526.2,120.63,109.25,159.76,136.74,163.969,2.68,62.8,637.0,11.4,53.28,76.647,546.99,113.19,,6.5425,109.85,7.7849,1.3737,1.1868
2021-04-08,11950.0,14.317,83.35,34.2625,,,,10.48,130.36,182.61,162.97,35.96,,,313.02,112.521,100.8,254.95,111.12,526.8,120.65,109.88,159.8,137.26,164.965,2.53,62.86,644.0,11.65,53.12,75.404,554.58,113.04,,6.5511,109.26,7.7774,1.3735,1.1914
2021-04-09,12240.0,14.4,82.76,34.0525,,,,10.44,132.995,184.49,161.25,36.6,,,312.46,113.534,101.1,252.36,111.88,515.0,122.0,109.58,159.68,136.37,168.61,2.52,62.73,637.0,,53.18,74.294,555.31,113.18,,6.5526,109.67,7.7779,1.3707,1.1899
2021-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65,,,,,,,,,,
2021-04-12,12020.0,15.209,78.58,33.86,,,,9.62,131.24,181.82,161.64,36.97,,,311.54,112.231,99.9,249.52,108.22,505.0,121.79,109.76,159.41,136.92,168.969,2.38,62.89,634.0,11.65,53.35,75.083,552.78,113.81,,6.5483,109.38,7.7738,1.3741,1.1911
2021-04-13,12065.0,15.6795,80.19,34.055,,,,9.62,134.43,182.53,159.48,37.16,,,309.76,112.721,98.4,253.27,107.7,502.6,123.63,110.34,159.685,135.11,170.0,2.27,63.56,648.0,11.45,53.09,76.232,553.73,115.36,,6.5441,109.06,7.7733,1.375,1.1948
2021-04-14,11965.0,15.277,78.55,33.8875,,,,10.24,132.03,183.0,159.92,37.17,,,302.82,112.095,100.22,252.43,107.74,515.0,123.9,110.24,159.865,135.6,166.65,2.18,63.89,657.0,11.7,53.08,75.898,540.02,115.16,,6.5297,108.93,7.7661,1.3779,1.198
2021-04-15,12005.0,16.1373,83.01,34.5075,,,,10.64,134.5,185.92,160.39,37.6,,,307.82,114.263,102.84,251.11,107.0,522.8,125.85,111.58,160.92,137.24,168.955,2.2,64.49,652.0,11.95,53.33,76.821,549.22,116.66,,6.5226,108.76,7.7673,1.3787,1.1967
2021-04-16,12130.0,15.9125,82.15,34.7325,,,,10.64,134.16,189.25,162.24,38.57,,,306.18,114.138,103.68,248.18,104.56,522.0,125.91,111.22,160.63,137.25,169.972,2.11,65.01,658.0,,53.68,78.612,546.54,118.34,,6.5206,108.8,7.7713,1.3832,1.1983
2021-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,,,,
2021-04-19,12185.0,15.3618,81.11,34.6325,,,,11.06,134.84,189.64,162.69,38.93,,,302.24,114.488,102.7,244.15,105.18,523.0,126.13,111.14,160.61,136.61,168.601,2.21,64.92,645.0,11.95,54.0,76.42,554.44,117.6,,6.5103,108.17,7.7659,1.3986,1.2037
2021-04-20,12155.0,15.1713,79.27,34.675,,,,11.06,133.11,190.61,166.48,39.03,,,302.65,113.951,97.94,234.06,99.28,518.0,128.28,110.86,160.855,137.75,166.735,2.18,66.09,639.0,12.05,54.17,75.069,549.57,116.27,,6.4995,108.11,7.7613,1.3937,1.2036
2021-04-21,12195.0,15.3605,81.61,35.0425,,,,10.92,133.5,190.95,166.59,39.53,,,301.47,113.917,97.73,235.92,99.87,526.4,130.25,111.07,160.78,136.85,168.101,2.32,65.73,640.0,11.9,54.61,75.524,508.9,116.74,,6.4905,108.08,7.7643,1.3931,1.2035
2021-04-22,12285.0,14.8503,79.06,34.7825,,,,10.98,131.94,187.05,165.18,38.64,,,296.52,112.626,99.71,234.33,102.82,499.9,129.85,111.24,160.62,134.63,165.452,2.23,65.1,657.0,12.0,54.44,76.687,508.78,115.92,,6.4901,107.97,7.7599,1.3839,1.2015
2021-04-23,12265.0,15.2653,82.76,34.685,,,,11.26,134.32,188.72,165.52,38.66,,,301.13,114.997,98.46,238.38,101.76,496.3,131.2,111.43,160.87,133.94,167.044,2.25,65.33,658.0,,54.47,79.08,505.55,117.56,,6.4963,107.88,7.7593,1.3876,1.2097
2021-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,,,
2021-04-26,12280.0,15.478,85.41,34.72,,,,11.48,134.72,187.22,164.12,38.68,,,303.04,115.497,101.24,241.44,107.82,498.3,130.12,110.92,160.8,131.26,170.45,2.37,64.66,664.0,12.35,53.66,78.959,510.3,115.92,,6.4855,108.08,7.7603,1.3899,1.2086
2021-04-27,12200.0,15.3818,85.21,34.7325,,,,11.54,134.39,182.21,163.18,38.45,,,303.57,114.549,99.79,242.47,102.94,494.5,129.97,110.32,160.495,131.18,170.872,2.33,64.33,658.0,12.35,53.58,78.919,505.55,116.15,,6.4831,108.7,7.7619,1.3913,1.2091
2021-04-28,12065.0,15.2768,84.02,34.655,,,,11.16,133.58,180.55,161.98,38.81,,,307.1,117.952,99.3,235.46,102.76,497.4,131.2,110.69,160.01,131.4,172.925,2.37,64.34,665.0,12.5,53.59,78.906,506.52,112.4,,6.479,108.6,7.7631,1.3935,1.2126
2021-04-29,11915.0,15.3248,83.91,34.535,,,,11.64,133.48,182.2,164.2,38.6,,,329.51,119.638,100.0,235.94,102.02,497.9,131.5,110.82,159.695,132.51,173.566,2.36,65.16,666.0,12.45,54.26,75.698,509.0,114.63,,6.4722,108.93,7.7633,1.3944,1.2121
2021-04-30,11815.0,15.0095,81.62,34.5075,,,,10.94,131.46,182.77,162.73,38.65,,,325.08,117.675,99.94,234.31,104.62,506.2,130.92,111.14,160.055,133.42,173.371,2.21,66.17,660.0,,53.98,75.257,513.47,114.49,,6.4749,109.31,7.7675,1.3822,1.202
2021-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.35,,,,,,,,,,
2021-05-03,,14.8368,78.55,,,,,10.82,132.54,185.92,165.21,39.83,,,322.58,117.154,99.91,235.19,,,131.2,110.64,,135.0,169.325,2.2,66.05,,12.4,54.48,75.417,509.11,115.72,,,109.07,7.7666,1.3911,1.2064
2021-05-04,11770.0,14.3512,78.61,34.84,,,,12.18,127.85,188.2,167.77,39.95,,,318.36,115.342,96.73,233.63,101.22,500.0,128.5,110.74,160.72,134.54,165.594,2.16,66.42,660.0,12.3,54.14,74.642,503.18,114.11,,,109.33,7.768,1.3887,1.2014
2021-05-05,12030.0,14.4585,77.83,34.8125,,,,12.16,128.1,192.81,167.07,39.97,,,315.02,115.739,96.57,228.18,101.76,500.0,127.0,110.89,160.635,133.46,163.527,2.15,65.45,669.0,12.2,54.0,74.495,496.08,113.48,,,109.21,7.7694,1.3905,1.2005
2021-05-06,11990.0,14.523,77.89,35.46,,,,12.08,129.74,193.89,167.74,39.19,,,320.02,116.867,96.75,229.81,103.4,504.4,127.3,111.1,160.95,135.14,165.319,2.04,66.05,682.0,12.45,54.54,75.003,499.55,114.74,,6.4641,109.09,7.768,1.3889,1.2065
2021-05-07,12055.0,14.8123,78.81,35.81,,,,12.3,130.21,195.42,168.5,39.58,,,319.08,117.596,98.37,235.47,106.74,508.0,126.7,111.6,161.14,135.15,164.581,2.03,66.26,684.0,,54.51,76.433,503.84,114.34,,6.4333,108.6,7.7659,1.3984,1.2166
2021-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45,,,,,,,,,,
2021-05-10,11800.0,14.2658,75.99,35.9275,,,,13.3,126.85,194.76,170.27,39.86,,,305.97,114.588,98.36,232.93,109.68,513.2,126.9,111.35,161.005,137.67,159.525,1.97,66.31,681.0,12.6,54.91,75.872,486.69,114.3,,6.4165,108.81,7.7654,1.4118,1.2129
2021-05-11,11555.0,14.3063,76.83,35.765,,,,12.28,125.91,194.75,168.88,39.35,,,306.53,113.503,95.9,228.88,104.34,503.6,125.22,111.09,160.43,136.99,161.195,2.05,65.8,679.0,,54.32,75.978,495.08,113.55,,6.4292,108.62,7.7687,1.4142,1.2148
2021-05-12,11780.0,13.7585,74.64,35.56,,,,12.52,122.77,193.2,168.2,39.69,,,302.55,110.013,96.56,220.78,104.86,510.0,123.12,110.08,159.68,135.54,157.597,2.1,64.36,677.0,,54.04,74.896,484.98,109.79,,6.4564,109.67,7.7657,1.4054,1.2072
2021-05-13,11855.0,13.6653,73.09,35.6275,,,,11.62,124.97,194.94,169.96,40.1,,,305.26,111.452,96.0,222.64,104.3,507.6,124.19,110.65,159.835,137.72,158.074,1.97,65.73,674.0,,54.51,75.003,486.66,110.49,,6.452,109.47,7.7681,1.4052,1.2081
2021-05-14,12180.0,14.243,74.59,35.905,,,,11.7,127.45,196.21,170.22,40.02,33.25,,315.94,113.919,99.57,228.47,107.64,525.4,125.27,111.23,160.315,138.01,161.145,1.98,65.11,682.0,,54.73,76.807,493.37,111.2,,6.4371,109.35,7.7677,1.4097,1.2141
2021-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.35,,,,,,,,,,
2021-05-17,12120.0,14.1655,74.65,36.38,,,,12.32,126.27,195.53,170.39,40.11,34.1,,315.46,114.446,96.9,227.98,102.98,522.8,125.53,111.17,160.37,137.73,163.52,1.98,64.44,682.0,12.6,54.64,76.647,488.94,110.98,,6.439,109.21,7.7662,1.4134,1.2152
2021-05-18,12055.0,14.0158,74.44,36.4675,,,,12.46,124.85,194.63,170.45,40.05,37.5,,309.96,113.124,97.14,227.55,102.94,520.4,125.85,111.16,160.3,136.32,161.614,2.05,64.16,682.0,12.75,54.34,77.369,486.28,111.07,,6.4257,108.9,7.7657,1.4189,1.2222
2021-05-19,11940.0,14.0658,76.23,36.7775,,,,,124.69,196.51,170.08,39.83,37.5,,313.59,113.575,95.06,224.42,103.36,519.8,125.67,110.64,160.485,136.6,161.59,2.03,63.98,681.0,12.65,54.17,75.751,487.7,109.67,,6.4349,109.22,7.7648,1.4115,1.2175
2021-05-20,12265.0,14.6125,78.06,36.665,,,,11.76,127.31,199.53,171.07,40.12,37.75,,318.61,115.348,96.51,227.65,103.26,516.2,126.7,111.41,160.27,138.0,162.384,2.08,64.06,685.0,12.85,54.65,76.232,501.67,111.41,,6.4348,108.78,7.7625,1.419,1.2228
2021-05-21,12250.0,14.9918,77.17,36.655,,,,11.48,125.43,199.88,170.96,39.95,37.6,,316.23,114.707,97.91,234.82,105.2,519.8,127.29,111.19,160.52,138.0,160.154,2.01,64.38,685.0,,54.62,77.997,497.89,110.92,,6.434,108.96,7.7642,1.415,1.2182
2021-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,,,,
2021-05-24,12425.0,15.612,77.44,36.7675,,,,11.1,127.1,201.02,170.55,39.81,38.0,,324.63,118.052,98.26,237.44,105.72,521.6,128.1,111.31,160.8,137.96,162.249,1.91,64.42,682.0,12.9,54.8,78.465,502.9,112.52,,6.4193,108.75,7.7647,1.4157,1.2216
2021-05-25,12435.0,15.6477,77.86,36.9425,,,,11.58,126.9,199.22,170.08,39.33,36.95,,327.79,118.143,97.14,240.74,105.42,520.0,128.4,111.85,161.08,138.43,162.953,1.86,64.08,690.0,13.0,54.79,79.08,501.34,112.63,,6.4107,108.78,7.7625,1.4153,1.225
2021-05-26,12575.0,15.7,78.34,37.1475,,,,11.8,126.85,200.99,169.07,38.92,36.83,,327.66,119.016,97.67,241.37,103.04,523.8,126.27,111.84,161.25,138.12,163.258,1.93,63.72,691.0,13.6,55.03,79.521,502.36,112.85,,6.3908,109.15,7.7623,1.4119,1.2192
2021-05-27,12770.0,15.488,78.42,36.9225,,,,11.76,125.28,199.2,168.81,38.65,35.5,,332.75,118.134,106.68,250.7,107.06,528.0,125.15,111.63,160.7,134.98,161.506,1.97,63.66,690.0,13.5,55.49,81.085,503.86,113.51,,6.3833,109.81,7.7607,1.4207,1.2195
2021-05-28,12700.0,16.2445,80.08,36.9775,,,,12.02,124.61,199.74,169.25,38.73,35.75,,328.73,117.843,108.0,247.02,107.02,526.6,126.59,111.86,160.95,134.85,161.154,1.93,63.92,698.0,,55.29,81.232,502.81,113.88,,6.3685,109.85,7.7617,1.4188,1.2192
2021-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55,,,,,,,,,,
2021-05-31,,,,,,,,12.18,,,,,,,,,106.66,,,,,,,,,,,,13.8,,80.323,,,,6.3701,109.58,7.7611,1.4212,1.2227
2021-06-01,12725.0,16.2645,80.81,37.0675,,,,12.34,124.28,198.42,165.53,38.5,36.0,,329.13,119.059,108.76,254.73,108.94,528.4,124.79,111.65,160.59,132.88,160.933,2.26,63.43,704.0,14.0,55.28,83.558,499.08,113.34,,6.3812,109.48,7.7592,1.415,1.2213
2021-06-02,12785.0,16.7783,81.97,37.175,,,,11.94,125.06,199.13,166.2,38.79,35.26,,329.15,118.53,110.7,255.62,112.3,531.0,123.8,111.82,160.99,133.46,161.7,2.39,63.9,712.0,14.0,55.5,84.306,499.24,113.0,,6.3811,109.56,7.7586,1.4171,1.2211
2021-06-03,12830.0,16.9697,80.28,36.4925,,,,11.84,123.54,202.7,166.04,38.97,37.0,,326.04,117.379,109.78,250.32,109.68,532.0,123.07,111.27,160.665,135.85,159.351,2.44,64.46,715.0,13.8,55.64,85.696,489.43,111.12,,6.4038,110.29,7.7582,1.4106,1.2127
2021-06-04,12945.0,17.5783,81.58,36.9475,,,,11.22,125.89,202.02,165.97,39.15,34.15,,330.35,119.679,109.92,249.92,107.32,532.6,123.85,112.01,161.31,135.95,160.311,2.44,64.35,714.0,,56.24,85.643,494.74,111.99,,6.3952,109.52,7.7567,1.4157,1.2167
2021-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65,,,,,,,,,,
2021-06-07,12865.0,17.619,81.35,36.97,,,,11.52,125.9,222.52,164.84,38.99,31.42,,336.58,120.115,111.32,252.66,110.12,535.4,123.96,111.76,161.39,136.42,159.901,3.48,64.67,716.0,13.65,56.04,87.995,494.66,111.33,,6.3974,109.25,7.7592,1.4183,1.219
2021-06-08,13030.0,17.457,80.89,36.94,,,,11.32,126.74,220.7,163.39,38.85,28.91,,333.68,119.922,110.5,252.76,111.4,535.4,121.8,112.2,161.87,134.84,163.206,5.56,63.44,726.0,13.5,55.65,87.514,492.39,111.52,,6.4005,109.5,7.7601,1.4157,1.2173
2021-06-09,13025.0,17.3583,79.96,36.925,,,,11.5,127.13,226.0,165.59,39.81,28.45,,330.25,120.397,110.6,248.06,112.56,534.2,123.11,112.6,162.22,134.79,164.058,4.37,63.63,729.0,13.55,55.48,86.418,485.81,111.39,,6.3872,109.63,7.7597,1.4118,1.218
2021-06-10,13030.0,17.425,81.56,36.9225,,,,11.3,126.11,233.54,167.08,40.68,30.33,,332.46,121.757,110.52,248.34,111.04,535.0,124.74,112.77,162.32,135.79,167.483,4.6,63.88,732.0,13.7,55.91,85.656,487.27,112.21,,6.3932,109.33,7.7603,1.4177,1.217
2021-06-11,13200.0,17.8253,81.31,36.6475,,,,11.5,127.35,224.09,164.96,40.15,29.65,,331.26,121.51,112.36,247.28,111.94,535.8,123.78,112.9,162.59,134.86,167.342,4.27,63.85,730.0,,56.16,87.113,488.77,112.56,,6.3987,109.66,7.7616,1.4107,1.2109
2021-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55,,,,,,,,,,
2021-06-14,13195.0,18.0188,81.55,36.3975,,,,,130.48,226.1,165.37,39.63,30.28,,336.77,122.446,112.4,245.14,107.36,533.8,124.15,112.22,162.2,134.91,169.194,4.13,63.79,730.0,13.8,55.55,86.485,499.89,112.45,,,110.07,7.7618,1.4112,1.212
2021-06-15,13470.0,17.7885,80.47,36.33,,,,10.98,129.64,223.52,164.49,39.59,31.81,,336.75,121.42,113.18,246.54,108.0,537.4,125.17,112.47,162.08,134.65,169.157,3.99,64.32,732.0,13.8,55.41,85.576,491.9,111.89,,6.4061,110.08,7.7624,1.4083,1.2126
2021-06-16,13595.0,17.8103,80.11,36.29,,,,9.99,130.15,220.76,164.43,39.3,30.7,,331.08,120.773,114.08,242.27,110.0,542.4,125.02,111.51,162.275,132.78,170.763,4.01,62.98,730.0,13.75,54.67,84.4,492.41,111.36,,6.398,110.71,7.7632,1.3988,1.1995
2021-06-17,13275.0,18.6572,84.56,34.585,,,,10.12,131.79,222.21,165.22,39.48,31.46,,336.51,121.744,114.6,239.22,111.92,544.0,125.21,111.95,161.66,133.99,174.462,3.94,63.35,730.0,14.0,54.95,84.253,498.34,111.39,,6.4483,110.21,7.7645,1.3922,1.1907
2021-06-18,13260.0,18.6387,84.65,34.6775,,,,9.95,130.46,218.55,161.98,38.81,29.98,,329.66,120.111,112.72,237.35,107.52,536.0,123.23,112.27,162.34,132.03,174.345,4.34,61.45,712.0,,53.77,83.223,500.77,109.7,,6.4531,110.21,7.7628,1.381,1.1864
2021-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95,,,,,,,,,,
2021-06-21,13390.0,18.4273,82.59,34.81,,,,9.89,132.3,222.67,163.84,39.42,29.41,,332.29,121.813,112.92,245.28,109.26,539.0,125.54,112.2,162.225,133.07,172.698,4.23,62.5,718.0,13.9,54.36,85.629,497.0,110.97,,6.4669,110.27,7.765,1.3934,1.1919
2021-06-22,13405.0,18.8868,83.58,34.6775,,,,10.24,133.98,221.44,163.62,39.61,29.53,,339.03,122.331,112.64,243.78,108.2,538.2,126.73,112.15,162.2,133.12,175.272,4.45,62.08,724.0,13.9,54.56,85.108,508.82,111.85,,6.4811,110.65,7.7668,1.3949,1.194
2021-06-23,13500.0,19.0573,83.82,34.8675,,,,10.34,133.7,217.1,162.63,39.05,29.5,,340.59,122.127,111.3,243.57,109.44,532.8,125.49,112.28,162.17,132.93,175.191,4.56,61.47,726.0,13.85,54.12,84.974,512.74,111.56,,6.4743,110.96,7.765,1.3964,1.1926
2021-06-24,13540.0,19.2055,86.1,34.73,,,,10.26,133.41,232.97,163.37,39.19,29.77,,343.18,122.5,111.92,250.57,107.78,533.6,125.09,112.32,161.995,133.02,172.454,4.6,60.98,730.0,13.8,54.39,85.91,518.06,111.99,,6.4719,110.87,7.7632,1.3922,1.1932
2021-06-25,13605.0,19.031,85.62,34.755,,,,10.86,133.11,230.22,164.21,38.98,30.19,,341.37,122.509,110.32,248.38,106.5,535.0,124.93,112.13,161.68,134.92,170.073,4.36,61.53,730.0,,54.32,85.456,527.07,113.04,,6.4562,110.75,7.7614,1.3879,1.1935
2021-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,,,,,,,
2021-06-28,13670.0,19.985,87.08,34.7425,,,,10.5,134.78,228.22,164.02,39.12,30.94,,355.64,122.536,107.1,239.96,100.5,525.6,123.74,112.34,162.21,135.32,172.195,4.2,61.49,740.0,13.55,54.26,84.239,533.03,112.24,,6.4566,110.63,7.7624,1.3883,1.1925
2021-06-29,13745.0,20.0268,89.52,34.4,,,,10.34,136.33,229.37,164.03,39.1,30.55,,351.89,122.273,106.48,235.76,98.58,523.4,124.54,112.31,162.205,134.4,172.407,4.12,60.46,737.0,13.4,53.86,85.108,533.5,112.27,,6.4637,110.53,7.7634,1.3836,1.1897
2021-06-30,13615.0,20.0025,93.93,34.465,,,,10.44,136.96,229.52,164.74,39.16,30.26,,347.71,122.09,108.44,239.56,98.92,522.0,124.13,112.46,162.67,134.93,172.008,4.13,60.51,744.0,13.25,54.11,83.25,528.21,111.81,,6.4571,111.11,7.7651,1.3831,1.1858
2021-07-01,13635.0,20.212,93.31,34.5575,,,,,137.27,231.13,165.96,39.56,30.82,,354.39,122.444,109.9,239.73,100.86,526.2,126.13,111.99,162.17,135.24,171.648,4.03,61.48,746.0,13.4,53.96,83.731,533.54,113.41,,6.4691,111.53,7.7659,1.3767,1.185
2021-07-02,13715.0,20.487,94.7,34.8175,,,,10.46,139.96,233.96,168.98,39.73,30.86,,354.7,125.258,112.22,236.68,102.58,525.4,126.83,112.12,162.73,135.9,175.549,4.02,61.53,750.0,,54.18,83.25,533.98,114.97,,6.473,111.05,7.7661,1.3824,1.1865
2021-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25,,,,,,,,,,
2021-07-05,13725.0,,,34.97,,,,10.68,,,,,,,,,113.08,,104.98,527.4,,,162.855,,,,,754.0,13.25,,83.304,,,,6.4642,110.97,7.7673,1.3844,1.1864
2021-07-06,13805.0,20.6985,94.47,35.2125,,,,10.66,142.02,235.42,167.97,39.29,31.0,,352.78,126.19,110.88,236.14,103.66,526.0,126.97,112.25,163.84,135.98,183.787,3.67,61.64,753.0,13.1,53.88,80.59,541.64,115.73,,6.4791,110.63,7.7668,1.38,1.1824
2021-07-07,14075.0,20.3718,90.54,35.165,,,,10.78,144.57,235.82,169.41,39.35,30.12,,350.49,126.474,109.82,231.78,100.88,529.0,127.74,112.41,164.21,137.0,184.829,3.63,61.69,760.0,13.4,54.32,80.39,535.96,117.14,,6.4728,110.66,7.7682,1.3801,1.179
2021-07-08,13910.0,19.9028,89.74,35.07,,,,10.3,143.24,237.12,169.08,39.25,29.65,,345.65,125.044,109.02,236.77,100.72,533.0,127.44,112.18,164.695,136.98,186.57,3.67,61.55,744.0,13.4,54.13,78.144,530.76,115.99,,6.4905,109.72,7.7681,1.3786,1.1845
2021-07-09,14010.0,20.0502,90.9,35.3025,,,,10.62,145.11,234.99,169.75,39.61,30.1,,350.42,125.518,112.76,239.59,101.0,538.0,128.17,112.15,164.03,137.03,185.967,3.81,61.47,756.0,,54.46,79.093,535.98,117.47,,6.479,110.14,7.7674,1.3901,1.1876
2021-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,
2021-07-12,14110.0,20.5125,90.81,35.23,,,,10.88,144.5,236.01,169.48,39.76,29.74,,353.16,126.976,112.2,238.29,95.74,536.2,128.2,112.22,163.85,137.14,185.928,3.75,61.8,750.0,13.1,54.48,78.879,537.31,118.46,,6.4759,110.37,7.7663,1.3883,1.1861
2021-07-13,14280.0,20.25,90.26,35.395,,,,10.86,145.64,235.3,169.27,39.65,29.1,,352.09,127.342,111.24,228.2,93.61,538.6,127.4,111.82,163.9,136.97,183.868,3.65,61.34,756.0,13.05,55.02,78.451,540.68,119.55,,6.4688,110.63,7.7658,1.3814,1.1776
2021-07-14,14255.0,19.8415,89.05,35.5925,,,,10.54,149.15,236.35,170.42,39.95,29.34,,347.63,128.237,110.98,224.45,92.76,538.0,127.74,112.3,163.81,137.98,184.084,3.55,61.89,756.0,13.25,56.26,79.695,547.95,119.8,,6.4692,109.97,7.7665,1.386,1.1837
2021-07-15,14440.0,18.9663,86.93,35.615,,,,10.84,148.48,231.47,168.37,40.09,28.91,,344.46,127.005,110.4,222.76,91.14,533.2,125.36,112.65,164.28,139.16,181.56,3.62,62.67,748.0,13.25,56.44,78.077,542.95,118.97,,6.4609,109.83,7.7677,1.3829,1.1812
2021-07-16,14170.0,18.161,85.89,35.3625,,,,10.84,146.39,232.46,168.1,40.35,28.87,,341.16,126.97,110.64,217.74,93.06,539.8,125.8,112.5,164.49,140.51,178.682,3.29,63.11,749.0,,56.4,77.275,530.31,118.73,,6.4791,110.07,7.7677,1.3767,1.1806
2021-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,
2021-07-19,14130.0,18.7798,86.58,35.2475,,,,10.64,142.45,234.14,166.88,40.15,29.14,,336.95,124.578,103.58,206.99,87.0,527.2,122.75,112.52,165.89,140.44,177.48,3.19,62.79,738.0,,55.73,74.896,532.28,115.32,,6.4905,109.46,7.771,1.3675,1.18
2021-07-20,14215.0,18.612,87.11,35.28,,,,10.12,146.15,235.02,168.45,41.05,29.61,,341.66,126.21,106.0,217.15,90.02,534.2,125.51,112.83,165.95,139.69,178.66,3.42,62.95,742.0,,55.83,75.805,531.05,117.42,,6.485,109.85,7.773,1.3628,1.1781
2021-07-21,14285.0,19.41,89.41,35.2275,,,,10.2,145.4,237.29,169.49,41.02,30.46,,346.23,127.549,110.64,222.54,97.0,541.0,127.05,112.4,165.05,139.2,179.26,3.47,62.82,745.0,,56.55,77.97,513.63,119.27,,6.468,110.29,7.7731,1.3713,1.1794
2021-07-22,14535.0,19.594,91.21,35.275,,,,10.44,146.8,238.49,169.98,41.47,30.92,,351.19,128.421,109.52,220.87,95.28,543.8,127.11,112.65,165.52,137.8,181.902,3.38,62.98,747.0,,56.47,76.847,511.77,122.63,,6.4707,110.14,7.7708,1.3768,1.1771
2021-07-23,14650.0,19.558,92.15,35.1525,,,,10.58,148.56,244.15,171.79,41.68,29.8,,369.79,133.015,111.5,221.52,95.63,552.0,128.54,112.66,164.98,139.79,182.832,3.37,63.86,749.0,,57.01,78.652,515.41,125.97,,6.4813,110.55,7.77,1.3748,1.1771
2021-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,
2021-07-26,14620.0,19.294,91.82,35.1375,,,,10.5,148.99,243.21,171.87,41.81,29.66,,372.46,134.035,112.0,225.85,97.02,550.8,128.07,112.35,165.14,140.28,184.991,3.4,63.73,745.0,13.35,57.06,77.89,516.49,126.06,,6.4829,110.39,7.7787,1.3818,1.1803
2021-07-27,14710.0,19.208,91.03,35.1575,,,,11.0,146.77,243.58,172.66,42.1,29.12,,367.81,131.9,112.32,222.27,98.27,553.4,130.22,112.05,165.62,140.85,181.32,3.35,64.54,744.0,13.5,57.26,76.433,518.91,126.03,,6.5112,109.78,7.7855,1.3879,1.1817
2021-07-28,15020.0,19.503,97.93,35.1475,,,,10.46,144.98,246.51,172.18,43.45,29.74,,373.28,136.094,115.3,231.57,101.7,560.6,130.52,112.33,165.34,138.76,181.516,3.38,63.99,749.0,13.4,56.74,76.406,519.3,122.41,,6.4909,109.91,7.7808,1.3902,1.1845
2021-07-29,14960.0,19.662,102.95,35.72,,,,10.9,145.64,245.33,172.18,42.79,29.23,,358.32,135.778,116.0,231.63,102.18,572.8,130.68,112.43,165.43,139.48,179.996,3.52,64.46,752.0,13.4,57.05,77.155,514.25,122.38,,6.4564,109.48,7.7703,1.3959,1.1887
2021-07-30,15010.0,19.499,106.19,35.57,,,,11.02,145.86,243.5,172.2,42.81,29.01,,356.3,134.727,115.7,226.48,99.71,576.0,131.31,112.73,165.77,142.23,166.38,3.29,63.87,752.0,,57.03,76.593,517.57,121.43,,6.4614,109.72,7.7718,1.3904,1.187
